Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Total_Spending,Total_Purchases,Children
1979,Master,Married,32765.0,1,0,13,17,7,3,3,2,2,0,4,5,0,0,47,43,6,1
1953,Graduation,Divorced,23272.0,0,0,19,6,4,2,12,1,1,0,3,4,0,0,73,43,4,0
1949,Master,Together,49912.0,0,1,520,223,32,49,42,4,10,5,7,8,0,1,77,866,22,1
1985,2n Cycle,Together,7500.0,1,0,5,17,13,14,34,4,2,1,3,9,0,0,41,83,6,1
1947,PhD,Widow,68117.0,0,1,618,215,0,17,36,2,11,8,4,6,0,1,79,886,23,1
1955,Graduation,Married,67225.0,0,1,315,322,46,7,143,3,7,2,11,5,0,0,71,833,20,1
1976,Graduation,Married,17649.0,1,0,15,23,0,5,1,3,3,0,3,8,0,0,50,44,6,1
1975,Graduation,Together,55914.0,0,1,384,364,119,101,232,4,11,6,8,7,0,0,51,1200,25,1
1984,Graduation,Married,40059.0,1,0,110,92,28,10,145,1,6,2,3,8,0,0,42,385,11,1
1950,Graduation,Together,60905.0,0,1,208,76,36,17,38,2,3,3,7,2,0,0,76,375,13,1
1977,Graduation,Married,75330.0,1,1,555,257,93,61,61,4,10,3,12,6,0,0,49,1027,25,2
1951,Graduation,Single,60689.0,0,1,240,216,63,6,24,4,4,4,10,3,0,0,75,549,18,1
1984,Graduation,Married,38680.0,1,0,11,36,15,5,12,1,2,0,3,7,0,0,42,79,5,1
1982,Graduation,Together,61416.0,0,0,848,323,201,61,78,1,10,3,10,6,0,0,44,1511,23,0
1991,Graduation,Single,49767.0,0,0,202,197,55,42,149,1,5,4,8,4,0,0,35,645,17,0
1970,Graduation,Single,83273.0,1,2,433,650,16,102,102,10,4,6,9,7,0,0,56,1303,19,3
1981,Graduation,Married,29009.0,1,0,6,15,10,5,2,2,2,0,3,6,0,0,45,38,5,1
1979,Master,Married,45057.0,1,0,37,7,3,0,3,1,2,0,3,5,0,0,47,50,5,1
1971,Graduation,Married,37150.0,1,0,167,64,49,34,116,8,4,3,6,7,0,0,55,430,13,1
1970,Graduation,Single,43020.0,1,0,45,99,4,25,43,3,4,1,4,6,0,0,56,216,9,1
1959,Graduation,Married,53154.0,0,1,129,21,0,1,7,1,3,1,4,4,0,0,67,158,8,1
1973,Graduation,Married,65308.0,0,0,713,264,120,80,34,1,7,8,12,4,0,0,53,1211,27,0
1970,Graduation,Single,76467.0,1,0,676,426,210,44,58,2,2,5,5,6,0,1,56,1414,12,1
1947,2n Cycle,Married,81044.0,0,0,450,535,73,98,26,1,5,6,10,1,0,0,79,1182,21,0
1951,Graduation,Married,32871.0,1,1,22,12,0,2,5,1,1,0,3,4,0,0,75,41,4,2
1975,Graduation,Single,55801.0,1,1,367,51,6,4,95,6,7,2,6,7,0,0,51,523,15,2
1959,Graduation,Widow,76320.0,0,1,526,214,69,53,35,2,6,3,4,2,0,0,67,897,13,1
1955,Master,Single,36927.0,1,1,51,16,0,0,4,2,3,0,3,8,0,0,71,71,6,2
1953,Graduation,Together,48794.0,1,1,25,11,3,0,15,1,1,0,3,4,0,0,73,54,4,2
1965,Graduation,Single,23478.0,0,0,28,27,12,17,39,1,3,0,3,8,0,0,61,123,6,0
1973,Graduation,Divorced,71128.0,1,0,958,447,20,0,31,3,2,10,12,7,0,0,53,1456,24,1
1950,Graduation,Married,59462.0,0,1,724,143,0,8,196,2,9,2,12,7,0,0,76,1071,23,1
1978,Graduation,Together,42554.0,1,1,29,11,0,0,0,2,2,0,3,4,0,0,48,40,5,2
1951,Graduation,Widow,67046.0,0,1,544,133,23,151,107,2,4,5,4,2,0,0,75,958,13,1
1948,Graduation,Married,42192.0,0,0,40,15,17,6,7,1,2,1,3,4,0,0,78,85,6,0
1952,PhD,Married,77610.0,0,1,1245,332,21,33,16,2,4,7,4,7,0,0,74,1647,15,1
1984,Graduation,Married,31761.0,1,0,19,20,16,14,28,2,3,0,4,5,0,0,42,97,7,1
1979,Graduation,Together,34350.0,1,0,16,15,2,1,11,1,1,0,3,7,0,0,47,45,4,1
1949,Graduation,Together,54591.0,0,1,376,94,12,9,24,3,6,2,8,5,0,0,77,515,16,1
1956,Graduation,Married,71866.0,0,1,184,178,103,39,33,1,6,3,10,3,0,0,70,537,19,1
1983,Graduation,Married,69520.0,0,0,627,414,121,80,93,1,9,6,5,5,0,0,43,1335,20,0
1970,Graduation,Divorced,64713.0,1,0,180,241,13,54,54,2,5,5,7,4,0,1,56,542,17,1
1977,Master,Married,27889.0,1,0,14,4,0,0,8,1,1,1,2,6,0,0,49,26,4,1
1960,Basic,Widow,22123.0,0,0,3,24,34,7,31,1,2,1,3,5,0,0,66,99,6,0
1973,Graduation,Married,27803.0,1,0,8,46,38,9,49,2,3,0,4,8,0,0,53,150,7,1
1960,Graduation,Married,51651.0,0,1,293,23,13,6,92,4,6,2,5,8,0,0,66,427,13,1
1992,2n Cycle,Married,87000.0,0,0,196,607,67,17,49,1,4,6,7,2,0,0,34,936,17,0
1959,Graduation,Married,79823.0,0,1,835,380,114,73,43,1,6,9,7,2,0,0,67,1445,22,1
1980,Graduation,Single,30828.0,1,0,16,15,2,0,12,2,1,1,4,3,0,0,46,45,6,1
1971,Master,Married,34109.0,0,1,9,5,2,1,4,1,0,0,3,4,0,0,55,21,3,1
1974,Master,Divorced,53367.0,1,1,229,140,10,3,11,7,5,1,8,7,0,1,52,393,14,2
1969,Basic,Together,22390.0,0,0,0,4,15,1,5,1,1,0,2,7,0,0,57,25,3,0
1976,Graduation,Together,71322.0,0,1,121,124,24,15,42,1,4,1,7,2,0,0,50,326,12,1
1993,Graduation,Absurd,79244.0,0,0,471,125,212,61,245,1,4,10,7,1,0,1,33,1114,21,0
1950,PhD,Married,48699.0,1,1,26,10,2,0,1,1,1,0,3,5,0,0,76,39,4,2
1975,Graduation,Together,80144.0,0,0,240,445,250,192,108,1,3,7,8,1,0,0,51,1235,18,0
1956,Graduation,Single,54252.0,1,1,178,26,8,4,44,5,4,1,5,6,0,0,70,260,10,2
1976,Master,Married,81929.0,1,0,1486,278,49,0,185,2,4,4,10,6,0,1,50,1998,18,1
1975,Graduation,Married,76068.0,0,1,1115,128,33,12,76,1,2,3,4,6,0,0,51,1364,9,1
1976,Master,Married,53204.0,1,1,29,8,2,0,6,1,1,0,3,4,0,0,50,45,4,2
1984,2n Cycle,Married,14796.0,1,0,13,8,7,4,16,2,1,0,3,9,0,1,42,48,4,1
1974,PhD,Married,78128.0,0,1,934,230,16,24,36,2,8,4,6,3,0,0,52,1240,18,1
1972,Basic,Married,14188.0,0,0,2,11,16,12,27,1,2,0,4,6,0,0,54,68,6,0
1970,Graduation,Divorced,72967.0,0,1,158,179,0,0,125,2,7,2,8,5,0,1,56,462,17,1
1949,Master,Married,48150.0,0,1,173,39,3,2,47,3,5,1,4,7,0,0,77,264,10,1
1961,Graduation,Single,82332.0,0,0,830,968,51,79,19,1,5,3,12,2,0,1,65,1947,20,0
1955,Graduation,Widow,58275.0,1,1,189,253,56,43,64,6,8,2,7,7,0,0,71,605,17,2
1981,PhD,Together,44953.0,0,0,728,133,11,8,124,1,7,3,13,6,0,0,45,1004,23,0
1953,Graduation,Together,34587.0,1,1,7,9,2,0,2,2,1,0,3,4,0,0,73,20,4,2
1974,Master,Together,43018.0,0,1,35,17,7,6,64,1,2,2,2,5,0,0,52,129,6,1
1954,Master,Married,45736.0,0,1,188,180,20,3,43,5,7,1,6,7,0,0,72,434,14,1
1969,Master,Together,66476.0,0,1,742,152,25,9,57,2,6,8,10,4,0,0,57,985,24,1
1981,2n Cycle,Married,27733.0,1,0,0,5,26,2,17,2,2,0,3,7,0,0,45,50,5,1
1952,PhD,Together,69805.0,0,1,750,174,13,10,20,2,6,8,11,2,0,0,74,967,25,1
1962,Master,Single,72217.0,0,0,816,450,55,56,154,1,3,10,8,2,0,0,64,1531,21,0
1971,Graduation,Divorced,25818.0,1,0,5,8,2,2,9,1,0,1,2,7,0,0,55,26,3,1
1976,Master,Together,37509.0,1,0,37,56,12,8,5,2,3,0,4,7,0,0,50,118,7,1
1976,2n Cycle,Together,25176.0,1,1,4,4,0,0,5,1,1,0,2,7,0,0,50,13,3,2
1980,Graduation,Married,43586.0,0,1,99,11,4,0,16,3,3,0,4,8,0,0,46,130,7,1
1956,2n Cycle,Married,53230.0,0,1,176,98,136,21,229,4,5,2,12,5,0,0,70,660,19,1
1957,Graduation,Together,50116.0,1,1,54,10,0,0,2,2,1,0,4,5,0,0,69,66,5,2
1986,PhD,Married,82333.0,0,0,1311,359,46,89,17,1,4,3,10,2,0,1,40,1822,17,0
1965,PhD,Together,65220.0,0,0,890,292,0,25,12,4,8,4,7,6,0,1,61,1219,19,0
1974,Graduation,Together,33590.0,2,1,4,2,0,0,2,1,1,0,2,7,0,0,52,8,3,3
1976,Master,Single,72309.0,0,0,960,883,50,38,0,1,5,6,8,3,0,1,50,1931,19,0
1949,PhD,Married,156924.0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,77,7,0,0
1980,Basic,Married,16005.0,1,0,1,2,20,30,47,3,2,1,2,8,0,0,46,100,5,1
1957,Master,Absurd,65487.0,0,0,240,500,199,0,163,3,3,5,6,2,0,0,69,1102,14,0
1965,Graduation,Married,58692.0,0,1,301,61,4,7,11,1,8,2,4,7,0,0,61,384,14,1
1969,Graduation,Widow,40590.0,1,1,154,50,6,11,37,5,3,4,3,6,0,0,57,258,10,2
1954,Master,Divorced,62637.0,0,1,104,48,4,12,5,1,2,2,5,2,0,0,72,173,9,1
1966,Master,Divorced,29435.0,1,1,70,37,4,2,64,4,3,2,2,9,0,1,60,177,7,2
1974,Graduation,Divorced,19346.0,1,0,2,9,3,6,2,1,1,0,3,8,0,0,52,22,4,1
1971,Graduation,Married,35788.0,1,1,23,11,3,1,4,2,2,0,3,6,0,0,55,42,5,2
1968,Graduation,Divorced,36997.0,1,1,43,12,8,0,27,5,2,1,4,5,0,0,58,90,7,2
1957,Graduation,Married,23539.0,0,0,4,11,16,1,25,1,2,0,4,6,0,0,69,57,6,0
1973,Graduation,Single,65333.0,0,1,654,92,0,15,30,7,9,4,8,6,0,0,53,791,21,1
1957,Graduation,Single,78499.0,0,0,912,170,47,36,97,1,11,3,4,4,0,1,69,1262,18,0
1971,PhD,Together,29732.0,1,0,25,8,0,1,4,1,2,0,2,9,0,0,55,38,4,1
1960,Master,Together,41275.0,1,2,24,22,0,2,9,4,3,1,3,5,0,0,66,57,7,3
1973,PhD,Together,63516.0,1,1,141,114,15,14,5,4,4,1,7,5,0,0,53,289,12,2
1962,PhD,Married,42769.0,0,1,71,13,3,1,0,2,1,1,4,4,0,0,64,88,6,1
1958,Master,Married,49572.0,1,1,35,16,0,1,1,2,2,0,3,7,0,0,68,53,5,2
1972,Graduation,Married,69209.0,0,0,496,849,229,48,128,2,5,3,6,4,0,0,54,1750,14,0
1976,Graduation,Married,17148.0,1,0,9,11,13,10,16,4,3,1,3,8,0,0,50,59,7,1
1983,2n Cycle,Married,32146.0,1,0,26,23,4,7,3,2,2,0,4,6,0,0,43,63,6,1
1964,2n Cycle,Divorced,41713.0,1,1,77,44,10,10,25,5,3,1,4,6,0,0,62,166,8,2
1975,Master,Together,34176.0,0,1,11,7,4,2,2,1,1,0,3,3,0,0,51,26,4,1
1955,PhD,Married,58482.0,0,1,576,115,19,7,7,2,7,4,9,6,0,0,71,724,20,1
1965,Graduation,Single,59686.0,0,1,89,89,34,42,5,1,4,1,6,4,0,0,61,259,11,1
1964,PhD,Married,60896.0,0,1,1013,399,60,46,153,3,9,10,4,6,0,1,62,1671,23,1
1980,Graduation,Together,62994.0,1,0,224,48,4,12,12,1,6,2,4,6,0,0,46,300,12,1
1957,Graduation,Together,47320.0,0,1,200,111,50,15,19,6,5,1,8,6,0,0,69,395,14,1
1949,2n Cycle,Widow,74859.0,0,0,570,614,133,102,73,1,6,5,11,3,0,0,77,1492,22,0
1992,Basic,Single,15253.0,1,0,1,3,8,1,13,2,1,0,3,7,0,0,34,26,4,1
1974,PhD,Single,31560.0,1,0,62,20,4,0,7,2,2,1,3,8,0,0,52,93,6,1
1990,Master,Single,91172.0,0,0,162,818,0,28,56,0,4,3,7,3,0,1,36,1064,14,0
1984,Graduation,Married,90000.0,0,0,675,133,94,192,241,1,4,8,5,1,0,0,42,1335,17,0
1981,Graduation,Single,41967.0,1,1,23,10,0,2,15,1,1,0,3,4,0,0,45,50,4,2
1965,Graduation,Single,69263.0,0,1,492,32,13,5,21,1,9,1,7,6,0,0,61,563,17,1
1970,2n Cycle,Divorced,65706.0,0,0,918,129,13,0,129,1,11,3,12,7,0,1,56,1189,26,0
1975,Graduation,Together,60934.0,0,1,224,155,192,93,54,2,6,4,11,4,0,0,51,718,21,1
1951,Graduation,Married,71965.0,0,1,572,286,50,38,248,3,6,3,5,3,0,0,75,1194,14,1
1955,Graduation,Married,65210.0,0,1,626,70,0,7,28,2,9,3,8,6,0,0,71,731,20,1
1975,PhD,Married,79174.0,0,0,1074,518,193,92,129,1,5,6,7,2,0,1,51,2006,18,0
1967,Master,Divorced,81380.0,0,0,741,689,224,68,103,1,4,2,10,2,0,0,59,1825,16,0
1973,PhD,YOLO,48432.0,0,1,322,50,4,3,42,5,7,1,6,8,0,0,53,421,14,1
1971,Graduation,Married,52914.0,0,1,254,44,30,10,227,2,7,3,3,7,0,0,55,565,13,1
1974,Graduation,Married,26067.0,1,0,22,18,0,2,12,3,3,0,3,8,0,0,52,54,6,1
1972,PhD,Married,44325.0,0,1,516,21,0,0,5,4,8,2,7,8,0,0,54,542,17,1
1978,Basic,Single,26487.0,1,0,2,10,12,14,23,3,2,1,3,5,0,0,48,61,6,1
1957,2n Cycle,Married,53233.0,0,1,28,9,3,0,0,1,1,0,3,4,0,0,69,40,4,1
1960,Graduation,Married,67716.0,0,1,530,217,62,9,56,4,7,4,13,5,0,0,66,874,24,1
1972,Master,Married,76234.0,0,1,519,167,130,0,41,1,8,3,11,3,0,0,54,857,22,1
1956,PhD,Married,84117.0,0,0,611,749,59,45,26,1,7,10,6,2,0,0,70,1490,23,0
1957,Master,Together,65487.0,0,0,240,500,199,0,163,3,3,5,6,2,0,0,69,1102,14,0
1972,Basic,Married,25224.0,1,0,4,12,11,2,8,2,1,1,3,3,0,0,54,37,5,1
1983,Master,Single,89616.0,0,0,671,655,145,111,15,1,7,5,12,2,0,1,43,1597,24,0
1971,Graduation,Divorced,40851.0,1,1,23,7,0,4,24,1,1,1,2,7,0,0,55,58,4,2
1947,Graduation,Married,27469.0,0,0,9,2,3,2,0,1,0,0,3,6,0,0,79,16,3,0
1957,2n Cycle,Married,82347.0,0,0,556,845,202,133,63,1,7,7,10,3,0,1,69,1799,24,0
1957,Graduation,Married,73803.0,0,1,833,363,52,26,174,2,9,5,6,6,0,1,69,1448,20,1
1952,Master,Single,8820.0,1,1,12,13,4,2,4,4,3,0,3,8,0,0,74,35,6,2
1974,Graduation,Single,43322.0,0,0,56,48,10,2,18,1,3,0,4,7,0,0,52,134,7,0
1973,Graduation,Together,55593.0,0,1,293,124,11,4,106,2,6,6,3,6,0,0,53,538,15,1
1954,Graduation,Married,50501.0,1,1,297,38,13,0,152,7,5,4,4,6,0,1,72,500,13,2
1975,Graduation,Married,37085.0,1,1,39,16,2,0,3,4,3,0,3,8,0,0,51,60,6,2
1990,Basic,Single,16185.0,1,0,5,16,21,8,45,2,2,2,2,8,0,0,36,95,6,1
1969,Graduation,Single,57731.0,0,1,266,300,65,8,44,4,8,8,6,6,0,0,57,683,22,1
1973,PhD,YOLO,48432.0,0,1,322,50,4,3,42,5,7,1,6,8,0,1,53,421,14,1
1978,Graduation,Married,73807.0,0,1,366,156,71,78,54,2,5,5,11,2,0,0,48,725,21,1
1968,Graduation,Single,35893.0,1,1,158,23,0,0,18,6,3,1,5,8,0,0,58,199,9,2
1980,Graduation,Married,61014.0,0,1,269,495,182,43,29,4,9,3,4,7,0,0,46,1018,16,1
1954,Graduation,Together,32144.0,1,1,41,10,0,0,3,4,2,1,3,7,0,0,72,54,6,2
1963,Basic,Together,14918.0,0,1,3,3,15,4,15,1,1,0,3,6,0,0,63,40,4,1
1963,Graduation,Divorced,45146.0,1,1,33,5,0,0,15,2,1,1,2,4,0,0,63,53,4,2
1955,2n Cycle,Divorced,41769.0,0,1,302,131,32,0,27,6,8,1,7,8,0,0,71,492,16,1
1981,Graduation,Together,88325.0,0,0,519,860,93,27,53,1,6,2,9,2,0,0,45,1552,17,0
1950,Master,Divorced,38054.0,1,1,23,17,2,1,0,2,2,0,3,7,0,0,76,43,5,2
1995,2n Cycle,Single,80617.0,0,0,594,631,72,55,32,1,4,6,8,2,0,0,31,1384,18,0
1976,Graduation,Married,5305.0,0,1,12,7,1,3,5,0,1,0,0,13,0,0,50,28,1,1
1954,Graduation,Together,36807.0,1,1,4,5,0,0,5,1,1,0,2,6,0,0,72,14,3,2
1985,Master,Together,40101.0,1,0,171,129,26,24,62,4,6,1,6,7,0,0,41,412,13,1
1979,Graduation,Married,58025.0,0,1,270,88,11,48,22,3,3,2,10,4,0,0,47,439,15,1
1979,2n Cycle,Together,7500.0,1,0,2,11,3,8,21,4,3,2,2,7,0,0,47,45,7,1
1963,Master,Married,33562.0,1,2,21,12,0,3,3,3,2,0,4,4,0,0,63,39,6,3
1970,PhD,Single,57642.0,0,1,580,58,8,0,27,3,7,6,6,4,0,0,56,673,19,1
1979,Graduation,Married,63777.0,1,1,457,106,15,17,53,8,11,1,6,8,0,0,47,648,18,2
1962,Graduation,Single,57967.0,0,1,229,137,4,0,91,5,4,2,8,5,0,0,64,461,14,1
1972,Graduation,Married,24434.0,2,0,3,8,20,0,17,2,2,1,2,7,0,0,54,48,5,2
1984,Graduation,Single,11012.0,1,0,24,26,7,1,23,3,3,1,2,9,0,0,42,81,6,1
1970,Master,Single,44802.0,0,0,853,143,13,10,20,2,9,4,12,8,0,0,56,1039,25,0
1986,Graduation,Single,26816.0,0,0,5,6,3,4,3,1,0,0,3,4,0,0,40,21,3,0
1977,Graduation,Together,666666.0,1,0,9,18,8,1,12,4,3,1,3,6,0,0,49,48,7,1
1967,Graduation,Married,61223.0,0,1,709,182,42,118,247,2,9,3,4,5,0,0,59,1298,16,1
1981,Graduation,Divorced,56981.0,0,0,908,217,32,12,24,1,2,3,13,6,0,0,45,1193,18,0
1956,Master,Together,69245.0,0,1,428,214,80,30,61,2,6,5,10,3,0,0,70,813,21,1
1954,PhD,Married,52869.0,1,1,84,61,2,1,21,3,3,1,4,7,0,1,72,169,8,2
